"","collectiondate","country","countrycode","region","ntlmeanintensity","ntlcoverageperc","lcumixedforestperc","lcuclosedshrublandsperc","lcuopenshrublandsperc","lcuwoodysavannasperc","lcusavannasperc","lcugrasslandsperc","lcucroplandsperc","lcuurbanbuiltupperc","lcucroplandnatvegperc","lcubarrenperc","builtschools","builtmedicalfacilities","builtroads","builtresidence","mpi"
"410",2021-01-01,"Nigeria","NGA","niger",0.316,37.034,0,0,0,0,0,22.711,14.323,0,0,0,22,266,690,24459,0.219
"411",2021-01-01,"Nigeria","NGA","fct abuja",0.472,15.556,0,0,0,0,0,14.116,1.439,0,0,0,41,21,1073,1200,0.041
"412",2021-01-01,"Nigeria","NGA","nasarawa",0.313,19.917,0,0,0,0,0.187,16.14,3.589,0,0,0,10,5,249,21,0.189
"413",2021-01-01,"Nigeria","NGA","plateau",0.274,27.276,0,0,0,0,0,4.954,22.321,0,0,0,41,9,600,67,0.194
"414",2021-01-01,"Nigeria","NGA","taraba",0.268,44.153,0,0,0,0,10.586,14.312,19.255,0,0,0,0,2,451,228,0.27
"415",2021-01-01,"Nigeria","NGA","benue",0.269,28.005,0,0,0,0,6.77,0.688,20.547,0,0,0,0,2,395,615,0.116
"416",2021-01-01,"Nigeria","NGA","kogi",0.37,29.763,0,0,0,0,19.36,5.891,3.072,0,1.44,0,1,6,414,463,0.064
"417",2021-01-01,"Nigeria","NGA","kwara",0.293,27.452,0,0,0,0,0.905,5.739,20.809,0,0,0,10,9,474,2704,0.096
"418",2021-01-01,"Nigeria","NGA","oyo",0.408,28.352,0,0,0,0,2.065,0.519,24.099,0,1.669,0,37,121,948,16286,0.081
"419",2021-01-01,"Nigeria","NGA","osun",0.591,14.011,0,0,0,0,0.047,0,0.611,0,13.353,0,267,13,432,1430,0.031
"420",2021-01-01,"Nigeria","NGA","ekiti",0.376,15.798,0,0,0,0,13.223,0,1.11,0,1.464,0,40,0,335,196,0.053
"421",2021-01-01,"Nigeria","NGA","ondo",0.684,17.548,0,0,0,3.189,12.611,0,0,0,1.621,0,38,2,370,863,0.064
"422",2021-01-01,"Nigeria","NGA","edo",1.161,26.647,0,0,0,12.365,6.296,0,0,0,7.369,0,3,70,326,191,0.036
"423",2021-01-01,"Nigeria","NGA","anambra",1.528,9.723,0,0,0,0,4.859,0,0,0,4.864,0,7,1,473,181,0.009
"424",2021-01-01,"Nigeria","NGA","enugu",0.536,15.455,0,0,0,0,15.278,0,0,0,0.177,0,26,61,297,443,0.03
"425",2021-01-01,"Nigeria","NGA","ebonyi",0.542,12.963,0,0,0,0,6.215,0,6.646,0,0,0,34,1,327,101,0.034
"426",2021-01-01,"Nigeria","NGA","cross river",0.451,28.402,0,0,0,0,4.532,0,8.585,0,0,0,0,7,327,505,0.078
"427",2021-01-01,"Nigeria","NGA","akwa ibom",1.966,13.704,0,0,0,0,4.318,0,0,0,0,0,4,2,490,248,0.045
"428",2021-01-01,"Nigeria","NGA","abia",1.624,13.214,0,0,0,0,11.843,0,0,0,0,0,0,4,265,118,0.042
"429",2021-01-01,"Nigeria","NGA","imo",1.98,20.952,0,0,0,0,20.952,0,0,0,0,0,2,6,513,234,0.018
"430",2021-01-01,"Nigeria","NGA","rivers",1.914,20.245,0,0,0,0,6.426,0,0,0,0,0,102,61,566,3588,0.035
"431",2021-01-01,"Nigeria","NGA","bayelsa",1.417,18.767,0,0,0,0,2.916,0,0,0,0,0,13,28,137,355,0.064
"432",2021-01-01,"Nigeria","NGA","delta",1.718,27.41,0,0,0,0.697,8.323,0,0,0,4.82,0,5,51,564,91,0.051
"433",2021-01-01,"Nigeria","NGA","lagos",0.87,8.819,0,0,0,0,8.023,0,0,0,0.796,0,10,72,1441,7575,0.004
"434",2021-01-01,"Nigeria","NGA","ogun",0.751,22.52,0,0,0,0,10.492,3.498,5.676,0,2.855,0,7,7,843,132,0.092
"435",2014-01-01,"Senegal","SEN","centre",0.113,29.48,0,0,0,0,0,22.042,7.4,0,0,0,9,18,140,78,0.443
"436",2014-01-01,"Senegal","SEN","nord",0.065,44.181,0,0,0,0,0,38.46,0,0,0,0.643,25,25,111,111,0.326
"437",2014-01-01,"Senegal","SEN","sud",0.105,42.988,0,0,0,0,9.217,30.904,2.866,0,0,0,47,36,263,403,0.421
"438",2014-01-01,"Senegal","SEN","ouest",0.203,15.171,0,0,0,0,0,7.157,0,0,0,0,85,92,709,180,0.156
"439",2015-01-01,"Senegal","SEN","centre",0.144,29.48,0,0,0,0,0,22.042,7.4,0,0,0,27,26,74,172,0.449
"440",2015-01-01,"Senegal","SEN","nord",0.104,44.181,0,0,0,0,0,38.46,0,0,0,0.643,29,32,14,189,0.373
"441",2015-01-01,"Senegal","SEN","sud",0.129,42.988,0,0,0,0,9.217,30.904,2.866,0,0,0,63,50,58,666,0.425
"442",2015-01-01,"Senegal","SEN","ouest",0.252,15.171,0,0,0,0,0,7.157,0,0,0,0,85,146,163,332,0.156
"443",2016-01-01,"Senegal","SEN","centre",0.084,29.48,0,0,0,0,0,22.042,7.4,0,0,0,33,33,160,564,0.399
"444",2016-01-01,"Senegal","SEN","nord",0.039,44.181,0,0,0,0,0,38.46,0,0,0,0.643,28,39,53,188,0.365
"445",2016-01-01,"Senegal","SEN","sud",0.087,42.988,0,0,0,0,9.217,30.904,2.866,0,0,0,93,67,155,862,0.416
"446",2016-01-01,"Senegal","SEN","ouest",0.19,15.171,0,0,0,0,0,7.157,0,0,0,0,101,253,491,506,0.127
"447",2017-01-01,"Senegal","SEN","dakar",0.743,4.791,0,0,0,0,0,0,0,0,0,0,113,290,557,318,0.052
"448",2017-01-01,"Senegal","SEN","diourbel",0.317,10.129,0,0,0,0,0,10.054,0,0,0,0,0,10,78,71,0.422
"449",2017-01-01,"Senegal","SEN","fatick",0.334,18.815,0,0,0,0,0,12.257,6.558,0,0,0,4,19,41,75,0.284
"450",2017-01-01,"Senegal","SEN","kaffrine",0.25,23.558,0,0,0,0,0,19.885,3.673,0,0,0,5,4,32,75,0.559
"451",2017-01-01,"Senegal","SEN","kaokack",0.298,11.162,0,0,0,0,0,4.952,6.209,0,0,0,26,12,39,344,0.326
"452",2017-01-01,"Senegal","SEN","kedougou",0.338,23.446,0,0,0,0,0.956,22.49,0,0,0,0,10,21,21,338,0.416
"453",2017-01-01,"Senegal","SEN","kolda",0.284,19.257,0,0,0,0,8.945,7.911,2.402,0,0,0,32,9,53,86,0.505
"454",2017-01-01,"Senegal","SEN","louga",0.249,26.226,0,0,0,0,0,20.364,0,0,0,0,1,14,39,0,0.385
"455",2017-01-01,"Senegal","SEN","matam",0.247,35.305,0,0,0,0,0,34.722,0,0,0,0.583,10,7,14,310,0.42
"456",2017-01-01,"Senegal","SEN","saint louis",0.248,20.2,0,0,0,0,0,16.559,0,0,0,0.616,25,29,27,281,0.286
"457",2017-01-01,"Senegal","SEN","sediou",0.257,20.355,0,0,0,0,13.274,0.064,7.016,0,0,0,0,1,8,1,0.436
"458",2017-01-01,"Senegal","SEN","tambacounda",0.284,32.224,0,0,0,0,1.045,31.179,0,0,0,0,20,11,57,1059,0.512
"459",2017-01-01,"Senegal","SEN","thies",0.379,13.974,0,0,0,0,0,7.157,0,0,0,0,14,71,192,301,0.226
"460",2017-01-01,"Senegal","SEN","ziguinchor",0.257,14.76,0,0,0,0,0.423,11.02,3.317,0,0,0,47,31,16,442,0.189
"461",2019-01-01,"Senegal","SEN","dakar",0.789,4.791,0,0,0,0,0,0,0,0,0,0,115,328,862,407,0.084
"462",2019-01-01,"Senegal","SEN","diourbel",0.29,10.129,0,0,0,0,0,10.054,0,0,0,0,0,17,141,73,0.36
"463",2019-01-01,"Senegal","SEN","fatick",0.314,18.815,0,0,0,0,0,12.257,6.558,0,0,0,5,21,100,152,0.283
"464",2019-01-01,"Senegal","SEN","kaffrine",0.18,23.558,0,0,0,0,0,19.885,3.673,0,0,0,5,6,36,75,0.502
"465",2019-01-01,"Senegal","SEN","kaokack",0.251,11.162,0,0,0,0,0,4.952,6.209,0,0,0,26,21,84,346,0.303
"466",2019-01-01,"Senegal","SEN","kedougou",0.265,23.446,0,0,0,0,0.956,22.49,0,0,0,0,17,26,53,576,0.287
"467",2019-01-01,"Senegal","SEN","kolda",0.225,19.257,0,0,0,0,8.945,7.911,2.402,0,0,0,33,14,125,109,0.411
"468",2019-01-01,"Senegal","SEN","louga",0.186,26.226,0,0,0,0,0,20.364,0,0,0,0,8,17,97,77,0.3
"469",2019-01-01,"Senegal","SEN","matam",0.178,35.305,0,0,0,0,0,34.722,0,0,0,0.583,17,50,165,561,0.359
"470",2019-01-01,"Senegal","SEN","saint louis",0.185,20.2,0,0,0,0,0,16.559,0,0,0,0.616,151,103,76,2540,0.273
"471",2019-01-01,"Senegal","SEN","sediou",0.213,20.355,0,0,0,0,13.274,0.064,7.016,0,0,0,0,4,109,2,0.388
"472",2019-01-01,"Senegal","SEN","tambacounda",0.215,32.224,0,0,0,0,1.045,31.179,0,0,0,0,20,17,215,1084,0.363
"473",2019-01-01,"Senegal","SEN","thies",0.364,13.974,0,0,0,0,0,7.157,0,0,0,0,18,70,393,401,0.202
"474",2019-01-01,"Senegal","SEN","ziguinchor",0.212,14.76,0,0,0,0,0.423,11.02,3.317,0,0,0,47,32,146,501,0.129
"475",2013-01-01,"Sierra Leone","SLE","bo",0.098,11.206,0,0,0,10.202,0.006,0,0,0,0,0,0,25,20,0,0.408
"476",2013-01-01,"Sierra Leone","SLE","bombali",0.15,16.888,0,0,0,0.81,16.078,0,0,0,0,0,0,1,17,343,0.379
"477",2013-01-01,"Sierra Leone","SLE","bonthe",0.091,9.704,0,0,0,1.249,0,0,0,0,0,0,0,0,0,0,0.49
"478",2013-01-01,"Sierra Leone","SLE","kailahun",0.114,10.751,0,0,0,0.089,6.804,0,0,0,0,0,0,0,1,0,0.475
"479",2013-01-01,"Sierra Leone","SLE","kambia",0.149,6.17,0,0,0,0,5.37,0,0,0,0,0,0,0,6,0,0.533
"480",2013-01-01,"Sierra Leone","SLE","kenema",0.101,13.023,0,0,0,11.238,0.893,0,0,0,0,0,0,0,13,0,0.432
"481",2013-01-01,"Sierra Leone","SLE","koinadugu",0.155,17.003,0,0,0,0.942,16.061,0,0,0,0,0,0,0,5,0,0.547
"482",2013-01-01,"Sierra Leone","SLE","kono",0.114,11.058,0,0,0,4.588,6.471,0,0,0,0,0,0,1,2,0,0.472
"483",2013-01-01,"Sierra Leone","SLE","moyamba",0.103,11.39,0,0,0,1.114,6.185,0,0,0,0,0,0,0,30,0,0.506
"484",2013-01-01,"Sierra Leone","SLE","port loko",0.115,16.239,0,0,0,0,13.642,0,0,0,0,0,0,4,28,2,0.472
"485",2013-01-01,"Sierra Leone","SLE","pujehun",0.09,17.119,0,0,0,16.583,0,0,0,0,0,0,0,0,12,0,0.499
"486",2013-01-01,"Sierra Leone","SLE","tonkolili",0.115,17.618,0,0,0,9.689,7.929,0,0,0,0,0,0,0,18,0,0.49
"487",2013-01-01,"Sierra Leone","SLE","western rural",0.111,2.539,0,0,0,0,0.438,0,0,0,0,0,0,2,27,0,0.244
"488",2013-01-01,"Sierra Leone","SLE","western urban",0.111,0.693,0,0,0,0,0,0,0,0,0,0,1,4,100,0,0.172
"489",2017-01-01,"Sierra Leone","SLE","kailahun",0.257,11.351,0,0,0,0.129,7.172,0,0,0,0,0,0,74,126,358,0.365
"490",2017-01-01,"Sierra Leone","SLE","kenema",0.244,12.745,0,0,0,11.196,0.674,0,0,0,0,0,13,8,102,6007,0.283
"491",2017-01-01,"Sierra Leone","SLE","kono",0.265,11.043,0,0,0,4.785,6.259,0,0,0,0,0,14,25,2,1408,0.317
"492",2017-01-01,"Sierra Leone","SLE","bombali",0.303,16.903,0,0,0,0.793,16.11,0,0,0,0,0,110,21,70,3185,0.287
"493",2017-01-01,"Sierra Leone","SLE","kambia",0.304,6.338,0,0,0,0,5.424,0,0,0,0,0,62,27,1417,581,0.394
"494",2017-01-01,"Sierra Leone","SLE","koinadugu",0.308,17.012,0,0,0,0.86,16.152,0,0,0,0,0,6,26,42,661,0.461
"495",2017-01-01,"Sierra Leone","SLE","port loko",0.271,16.295,0,0,0,0,13.773,0,0,0,0,0,51,16,102,2868,0.347
"496",2017-01-01,"Sierra Leone","SLE","tonkolili",0.27,17.425,0,0,0,9.903,7.521,0,0,0,0,0,25,9,30,531,0.403
"497",2017-01-01,"Sierra Leone","SLE","bo",0.241,15.26,0,0,0,13.952,0,0,0,0,0,0,18,60,49,449,0.279
"498",2017-01-01,"Sierra Leone","SLE","bonthe",0.225,10.066,0,0,0,1.456,0,0,0,0,0,0,27,1,580,204,0.416
"499",2017-01-01,"Sierra Leone","SLE","moyamba",0.251,11.417,0,0,0,1.153,6.123,0,0,0,0,0,8,3,40,565,0.408
"500",2017-01-01,"Sierra Leone","SLE","pujehun",0.224,15.948,0,0,0,15.374,0,0,0,0,0,0,4,18,30,354,0.429
"501",2017-01-01,"Sierra Leone","SLE","western rural",0.266,2.605,0,0,0,0,0.556,0,0,0,0,0,7,58,50,6816,0.201
"502",2017-01-01,"Sierra Leone","SLE","western urban",0.266,0.679,0,0,0,0,0,0,0,0,0,0,6,46,141,5333,0.092
"503",2019-01-01,"Sierra Leone","SLE","bo",0.182,11.206,0,0,0,10.202,0.006,0,0,0,0,0,18,60,43,389,0.289
"504",2019-01-01,"Sierra Leone","SLE","bombali",0.216,7.023,0,0,0,0.81,6.213,0,0,0,0,0,39,19,49,2049,0.29
"505",2019-01-01,"Sierra Leone","SLE","bonthe",0.173,9.704,0,0,0,1.249,0,0,0,0,0,0,27,1,593,203,0.375
"506",2019-01-01,"Sierra Leone","SLE","falaba",0.227,11.094,0,0,0,0,11.094,0,0,0,0,0,3,19,57,252,0.462
"507",2019-01-01,"Sierra Leone","SLE","kailahun",0.195,10.751,0,0,0,0.089,6.804,0,0,0,0,0,4,76,123,279,0.319
"508",2019-01-01,"Sierra Leone","SLE","kambia",0.231,6.17,0,0,0,0,5.37,0,0,0,0,0,57,27,1420,713,0.355
"509",2019-01-01,"Sierra Leone","SLE","karene",0.225,12.6,0,0,0,0,12.57,0,0,0,0,0,76,4,30,1210,0.404
"510",2019-01-01,"Sierra Leone","SLE","kenema",0.184,13.023,0,0,0,11.238,0.893,0,0,0,0,0,13,8,103,6051,0.317
"511",2019-01-01,"Sierra Leone","SLE","koinadugu",0.227,11.528,0,0,0,1.13,10.398,0,0,0,0,0,3,7,7,426,0.309
"512",2019-01-01,"Sierra Leone","SLE","kono",0.198,11.058,0,0,0,4.588,6.471,0,0,0,0,0,10,25,2,1359,0.285
"513",2019-01-01,"Sierra Leone","SLE","moyamba",0.187,11.39,0,0,0,1.114,6.185,0,0,0,0,0,8,3,42,580,0.388
"514",2019-01-01,"Sierra Leone","SLE","port loko",0.2,12.592,0,0,0,0,10.034,0,0,0,0,0,50,17,95,2632,0.35
"515",2019-01-01,"Sierra Leone","SLE","pujehun",0.172,17.119,0,0,0,16.583,0,0,0,0,0,0,4,16,34,375,0.423
"516",2019-01-01,"Sierra Leone","SLE","tonkolili",0.2,17.618,0,0,0,9.689,7.929,0,0,0,0,0,26,9,39,576,0.37
"517",2019-01-01,"Sierra Leone","SLE","western area rural",0.211,2.539,0,0,0,0,0.438,0,0,0,0,0,1,50,54,5127,0.174
"518",2019-01-01,"Sierra Leone","SLE","western area urban",0.214,0.693,0,0,0,0,0,0,0,0,0,0,12,49,191,6081,0.079
"519",2014-01-01,"Togo","TGO","centrale",0.057,17.946,0,0,0,0,8.384,7.044,2.518,0,0,0,0,4,37,0,0.239
"520",2014-01-01,"Togo","TGO","agglomeration de lome",0.153,0.771,0,0,0,0,0,0.771,0,0,0,0,7,21,187,24,0.064
"521",2014-01-01,"Togo","TGO","kara",0.092,19.441,0,0,0,0,0,1.708,17.733,0,0,0,2,18,142,0,0.312
"522",2014-01-01,"Togo","TGO","maritime",0.18,25.314,0,0,0,0,3.973,21.341,0,0,0,0,33,15,119,12,0.174
"523",2014-01-01,"Togo","TGO","plateaux",0.103,23.667,0,0,0,0,21.923,1.744,0,0,0,0,33,16,110,428,0.317
"524",2014-01-01,"Togo","TGO","savanes",0.079,13.941,0,0,0,0,0,13.511,0.43,0,0,0,0,2,37,0,0.433
"525",2017-01-01,"Togo","TGO","centrale",0.26,17.946,0,0,0,0,8.384,7.044,2.518,0,0,0,53,31,78,487,0.191
"526",2017-01-01,"Togo","TGO","agglomeration de lome",0.367,0.771,0,0,0,0,0,0.771,0,0,0,0,24,65,293,80,0.04
"527",2017-01-01,"Togo","TGO","kara",0.3,19.441,0,0,0,0,0,0.317,19.124,0,0,0,10,24,200,933,0.266
"528",2017-01-01,"Togo","TGO","maritime",0.413,25.314,0,0,0,0,3.973,21.341,0,0,0,0,90,53,148,1393,0.178
"529",2017-01-01,"Togo","TGO","plateaux",0.331,23.667,0,0,0,0,21.923,1.744,0,0,0,0,58,30,258,728,0.191
"530",2017-01-01,"Togo","TGO","savanes",0.318,13.941,0,0,0,0,0,0.813,13.128,0,0,0,11,7,55,85,0.334
